Daily_Sales,Number_of_Transactions,Average_Order_Value,Refund_Amount,Expense_Amount,Profit,Inventory_Level,Delivery_Delay_Minutes,Website_Visits,Conversion_Rate,Employee_Hours,System_Error_Count,_sheet,anomaly_score,is_anomaly,num_anomaly_score,text_anomaly_score,_row_index
6270,98,63.98,210,3904,2366,944,7,4505,2.91,428,1,Operational_Data,0.1402,0,0.1402,,506
5760,81,71.11,140,2836,2924,1087,12,3436,2.29,369,4,Operational_Data,0.2441,0,0.2441,,507
7185,120,59.88,353,3922,3263,1223,24,4908,3.92,470,3,Operational_Data,0.2194,0,0.2194,,508
7463,108,69.1,191,2640,4823,910,25,2167,3.74,480,5,Operational_Data,0.4109,1,0.4109,,509
6453,159,40.58,383,3651,2802,1277,7,4847,3.88,435,0,Operational_Data,0.3055,0,0.3055,,510
6416,80,80.2,162,3589,2827,886,19,3177,2.79,446,5,Operational_Data,0.2891,0,0.2891,,511
6189,106,58.39,214,3522,2667,1282,10,2833,3.16,461,0,Operational_Data,0.1029,0,0.1029,,512
817,142,55.64,393,8467,-7650,1308,17,3485,2.68,388,48,Operational_Data,0.9569,1,0.9569,,513
4863,92,52.86,259,3127,1736,1041,19,3494,3.92,458,3,Operational_Data,0.0575,0,0.0575,,514
4030,99,40.71,271,2817,1213,1251,23,4672,2.69,476,2,Operational_Data,0.2546,0,0.2546,,515
7525,90,83.61,387,2982,4543,1423,10,3282,2.56,401,2,Operational_Data,0.3876,0,0.3876,,516
5505,140,39.32,343,4076,1429,1163,14,2624,2.03,402,3,Operational_Data,0.1552,0,0.1552,,517
5033,142,35.44,200,2748,2285,1183,23,4603,3.04,402,0,Operational_Data,0.1804,0,0.1804,,518
6401,98,65.32,256,3915,2486,985,19,3905,2.13,484,3,Operational_Data,0.143,0,0.143,,519
7908,93,85.03,289,3361,4547,1204,11,4384,3.61,376,1,Operational_Data,0.239,0,0.239,,520
4182,141,29.66,108,4017,165,1414,23,2318,3.19,364,0,Operational_Data,0.5211,1,0.5211,,521
6201,114,54.39,107,3920,2281,1304,13,2822,3.0,433,1,Operational_Data,0.1373,0,0.1373,,522
5308,126,42.13,173,3316,1992,1284,12,2487,2.02,462,2,Operational_Data,0.1405,0,0.1405,,523
4707,117,40.23,369,3391,1316,1087,16,2573,4.9,434,0,Operational_Data,0.2319,0,0.2319,,524
7804,89,87.69,196,3692,4112,1248,19,3941,4.59,369,0,Operational_Data,0.3379,0,0.3379,,525
4356,142,30.68,271,3206,1150,948,14,2586,2.75,457,4,Operational_Data,0.1948,0,0.1948,,526
7505,94,79.84,159,3940,3565,997,6,2025,3.11,397,1,Operational_Data,0.3496,0,0.3496,,527
4996,82,60.93,304,2566,2430,1432,11,3434,3.85,487,0,Operational_Data,0.357,0,0.357,,528
5557,133,41.78,112,3835,1722,906,23,3941,3.95,428,2,Operational_Data,0.1355,0,0.1355,,529
6588,135,48.8,194,4388,2200,1270,25,2177,4.1,398,5,Operational_Data,0.2135,0,0.2135,,530
5338,160,33.36,172,3153,2185,1234,25,4560,2.75,495,0,Operational_Data,0.3481,0,0.3481,,531
5469,142,38.51,285,3198,2271,1404,11,4825,3.51,408,2,Operational_Data,0.1626,0,0.1626,,532
4810,117,41.11,229,3358,1452,1187,6,4946,3.09,435,5,Operational_Data,0.1976,0,0.1976,,533
6815,106,64.29,306,3184,3631,1031,21,4211,3.95,410,4,Operational_Data,0.1175,0,0.1175,,534
4797,146,32.86,250,3992,805,972,5,2281,2.01,490,0,Operational_Data,0.3836,0,0.3836,,535
7683,100,76.83,208,4085,3598,1460,12,3291,4.54,377,1,Operational_Data,0.3211,0,0.3211,,536
927,125,57.66,373,7178,-6251,906,19,2418,4.57,404,27,Operational_Data,0.7891,1,0.7891,,537
4705,118,39.87,200,3982,723,830,21,3977,3.52,460,5,Operational_Data,0.1988,0,0.1988,,538
835,136,43.75,137,8945,-8110,1387,18,2316,2.68,384,22,Operational_Data,0.8901,1,0.8901,,539
7811,104,75.11,141,2971,4840,1305,7,3091,2.17,470,3,Operational_Data,0.3857,0,0.3857,,540
4814,158,30.47,131,4330,484,1007,10,4512,3.38,465,1,Operational_Data,0.2613,0,0.2613,,541
6053,141,42.93,355,4436,1617,1290,8,4266,2.56,399,1,Operational_Data,0.1806,0,0.1806,,542
5846,80,73.08,346,4292,1554,1289,11,2107,3.02,471,5,Operational_Data,0.316,0,0.316,,543
7080,144,49.17,369,3129,3951,1192,19,3698,4.53,387,0,Operational_Data,0.2137,0,0.2137,,544
7160,136,52.65,244,3983,3177,1164,9,4519,2.11,403,3,Operational_Data,0.1721,0,0.1721,,545
7603,108,70.4,195,4454,3149,913,9,4643,2.74,387,3,Operational_Data,0.2288,0,0.2288,,546
7359,90,81.77,186,3032,4327,1071,18,3104,3.99,472,5,Operational_Data,0.2631,0,0.2631,,547
7025,112,62.72,316,2523,4502,1255,18,3910,4.21,385,1,Operational_Data,0.1829,0,0.1829,,548
7913,89,88.91,274,4287,3626,871,21,3768,2.4,495,0,Operational_Data,0.459,1,0.459,,549
518,118,54.84,355,5719,-5201,1469,19,3099,3.81,376,27,Operational_Data,0.7218,1,0.7218,,550
383,151,35.91,145,6979,-6596,1259,16,2749,3.57,437,46,Operational_Data,0.8382,1,0.8382,,551
6829,97,70.4,315,2583,4246,1171,24,4101,4.41,430,1,Operational_Data,0.2324,0,0.2324,,552
5015,98,51.17,169,3864,1151,1390,15,3015,2.16,469,1,Operational_Data,0.1452,0,0.1452,,553
5402,158,34.19,230,4025,1377,1347,5,2372,4.9,401,0,Operational_Data,0.3645,0,0.3645,,554
6493,130,49.95,130,3859,2634,1113,25,3719,2.79,392,3,Operational_Data,0.1568,0,0.1568,,555
6874,142,48.41,352,3700,3174,1163,13,2708,4.16,458,1,Operational_Data,0.1293,0,0.1293,,556
6651,125,53.21,276,3760,2891,1446,8,2106,3.18,373,5,Operational_Data,0.3157,0,0.3157,,557
6519,125,52.15,219,3941,2578,1413,21,4497,4.77,387,4,Operational_Data,0.1526,0,0.1526,,558
7951,106,75.01,227,3123,4828,1257,16,4783,3.39,478,2,Operational_Data,0.296,0,0.296,,559
5938,82,72.41,169,4317,1621,813,19,3311,4.32,498,2,Operational_Data,0.3684,0,0.3684,,560
7480,159,47.04,229,3671,3809,1483,5,2313,4.39,488,1,Operational_Data,0.4297,1,0.4297,,561
4606,142,32.44,332,4309,297,1346,12,2476,3.72,481,1,Operational_Data,0.3177,0,0.3177,,562
4040,100,40.4,145,2602,1438,1172,20,3012,3.1,402,0,Operational_Data,0.2806,0,0.2806,,563
7567,145,52.19,198,4133,3434,975,10,3924,2.75,430,3,Operational_Data,0.1543,0,0.1543,,564
5684,111,51.21,346,2928,2756,1068,22,4108,3.19,482,2,Operational_Data,0.1115,0,0.1115,,565
7182,92,78.07,352,3694,3488,1041,13,2749,3.94,379,3,Operational_Data,0.1811,0,0.1811,,566
6892,155,44.46,289,4240,2652,1191,8,4993,4.59,407,0,Operational_Data,0.2955,0,0.2955,,567
4543,131,34.68,308,3981,562,1090,5,3558,4.13,409,2,Operational_Data,0.1987,0,0.1987,,568
7359,148,49.72,186,3311,4048,1271,7,2949,3.89,407,4,Operational_Data,0.1655,0,0.1655,,569
4938,103,47.94,382,3615,1323,844,14,3051,2.83,467,2,Operational_Data,0.1286,0,0.1286,,570
5399,95,56.83,137,4004,1395,1053,11,3844,2.2,419,3,Operational_Data,0.1383,0,0.1383,,571
4492,154,29.17,385,2849,1643,1120,13,4725,3.22,485,0,Operational_Data,0.4172,1,0.4172,,572
4389,111,39.54,361,3933,456,1242,18,2777,4.86,418,2,Operational_Data,0.2085,0,0.2085,,573
4692,107,43.85,230,3991,701,1473,15,3078,3.21,482,0,Operational_Data,0.2135,0,0.2135,,574
6456,93,69.42,206,3287,3169,1324,12,2888,2.74,433,4,Operational_Data,0.1093,0,0.1093,,575
6203,143,43.38,221,3523,2680,1095,14,2483,4.79,438,5,Operational_Data,0.1277,0,0.1277,,576
6017,137,43.92,341,3978,2039,1078,11,4008,4.34,436,3,Operational_Data,0.0797,0,0.0797,,577
6255,92,67.99,265,2911,3344,1203,18,3835,2.73,357,4,Operational_Data,0.1828,0,0.1828,,578
5993,102,58.75,248,3191,2802,1364,25,2858,4.74,355,0,Operational_Data,0.2883,0,0.2883,,579
7773,121,64.24,227,2764,5009,1058,12,4956,2.55,477,3,Operational_Data,0.3667,0,0.3667,,580
7190,125,57.52,340,2507,4683,1324,10,2231,4.39,477,0,Operational_Data,0.3301,0,0.3301,,581
7003,101,69.34,174,2975,4028,986,6,4217,3.01,462,0,Operational_Data,0.2355,0,0.2355,,582
6893,91,75.75,311,4404,2489,964,7,4928,3.5,495,1,Operational_Data,0.3156,0,0.3156,,583
6986,116,60.22,104,2557,4429,1195,9,4187,2.35,399,0,Operational_Data,0.2745,0,0.2745,,584
4657,83,56.11,250,3601,1056,1148,9,2349,3.67,430,2,Operational_Data,0.2046,0,0.2046,,585
750,147,52.68,364,6353,-5603,1398,20,4641,3.79,469,40,Operational_Data,0.8432,1,0.8432,,586
5849,145,40.34,348,2995,2854,1145,21,4898,3.58,380,0,Operational_Data,0.2449,0,0.2449,,587
6313,85,74.27,260,4197,2116,1202,23,3360,2.81,453,5,Operational_Data,0.1847,0,0.1847,,588
7843,102,76.89,184,3945,3898,963,16,3871,3.78,468,1,Operational_Data,0.2113,0,0.2113,,589
5408,129,41.92,100,4202,1206,990,19,2360,2.7,418,0,Operational_Data,0.233,0,0.233,,590
6145,129,47.64,305,3193,2952,1463,15,4732,2.78,432,4,Operational_Data,0.1294,0,0.1294,,591
7219,108,66.84,330,4243,2976,1010,24,4325,2.29,497,5,Operational_Data,0.2708,0,0.2708,,592
5968,113,52.81,256,2891,3077,1254,12,2265,3.02,448,0,Operational_Data,0.1239,0,0.1239,,593
7094,148,47.93,257,3766,3328,1352,10,2092,2.7,437,0,Operational_Data,0.2419,0,0.2419,,594
5380,125,43.04,211,3052,2328,1199,25,4635,2.57,429,3,Operational_Data,0.1024,0,0.1024,,595
7950,107,74.3,364,3474,4476,1472,8,2671,4.63,412,4,Operational_Data,0.3555,0,0.3555,,596
5809,111,52.33,110,3546,2263,1479,6,4176,3.45,434,0,Operational_Data,0.2721,0,0.2721,,597
4971,148,33.59,166,3501,1470,1413,18,4422,2.1,488,0,Operational_Data,0.3493,0,0.3493,,598
5583,86,64.92,341,2635,2948,852,18,4938,2.16,446,0,Operational_Data,0.3593,0,0.3593,,599
6812,104,65.5,364,3876,2936,972,20,4234,4.88,459,2,Operational_Data,0.1755,0,0.1755,,600
6598,154,42.84,276,4181,2417,1026,16,3506,2.06,365,3,Operational_Data,0.2039,0,0.2039,,601
4363,94,46.41,296,3290,1073,823,23,2168,4.92,353,1,Operational_Data,0.4429,1,0.4429,,602
7147,149,47.97,204,2759,4388,1057,15,4095,3.25,498,5,Operational_Data,0.2866,0,0.2866,,603
5214,103,50.62,271,3364,1850,887,22,2623,4.38,362,5,Operational_Data,0.2639,0,0.2639,,604
6877,80,85.96,125,4148,2729,1051,14,3805,2.22,485,5,Operational_Data,0.4184,1,0.4184,,605
5935,118,50.3,124,3491,2444,1348,11,4382,3.3,438,4,Operational_Data,0.1112,0,0.1112,,606
5963,136,43.85,334,3961,2002,1094,14,3281,3.71,432,1,Operational_Data,0.0546,0,0.0546,,607
4508,96,46.96,286,2925,1583,1208,23,2948,4.21,500,0,Operational_Data,0.2562,0,0.2562,,608
7654,130,58.88,288,3775,3879,1039,14,3039,2.95,424,1,Operational_Data,0.1129,0,0.1129,,609
5722,109,52.5,168,4179,1543,1273,25,2900,3.27,457,2,Operational_Data,0.0867,0,0.0867,,610
6667,110,60.61,169,3119,3548,1218,8,4647,4.8,433,3,Operational_Data,0.1886,0,0.1886,,611
4707,109,43.18,164,2829,1878,864,5,3015,3.26,350,4,Operational_Data,0.3314,0,0.3314,,612
7561,129,58.61,143,4408,3153,1297,19,3745,2.38,428,3,Operational_Data,0.1638,0,0.1638,,613
4992,159,31.4,172,3046,1946,1010,5,4612,3.53,437,3,Operational_Data,0.2458,0,0.2458,,614
4851,117,41.46,264,3912,939,1194,11,2932,3.36,492,3,Operational_Data,0.145,0,0.145,,615
5419,116,46.72,211,2846,2573,1170,7,3532,3.15,451,4,Operational_Data,0.0986,0,0.0986,,616
4812,129,37.3,293,3594,1218,1458,19,2325,2.99,378,0,Operational_Data,0.2464,0,0.2464,,617
4451,106,41.99,346,3484,967,1327,24,3801,2.67,373,3,Operational_Data,0.1829,0,0.1829,,618
6315,86,73.43,328,4409,1906,901,7,3874,2.07,494,1,Operational_Data,0.3414,0,0.3414,,619
5264,130,40.49,199,4032,1232,1094,17,4824,4.99,393,3,Operational_Data,0.2511,0,0.2511,,620
7768,160,48.55,303,3391,4377,1376,7,3068,2.37,402,5,Operational_Data,0.3609,0,0.3609,,621
6083,101,60.23,222,3448,2635,1235,15,2546,4.39,404,5,Operational_Data,0.1154,0,0.1154,,622
7596,136,55.85,348,4321,3275,1380,22,2209,4.62,389,5,Operational_Data,0.2887,0,0.2887,,623
5043,118,42.74,328,3430,1613,919,11,4038,2.29,351,4,Operational_Data,0.1978,0,0.1978,,624
5088,123,41.37,136,4049,1039,856,19,3074,2.79,459,2,Operational_Data,0.143,0,0.143,,625
614,133,52.05,253,5095,-4481,1020,23,3593,4.17,417,46,Operational_Data,0.7592,1,0.7592,,626
5697,112,50.87,365,4271,1426,1478,13,2689,4.82,473,3,Operational_Data,0.2743,0,0.2743,,627
4723,92,51.34,266,3420,1303,842,10,3584,3.62,438,0,Operational_Data,0.1315,0,0.1315,,628
5891,84,70.13,201,2657,3234,1051,12,2056,2.22,478,4,Operational_Data,0.365,0,0.365,,629
6110,160,38.19,313,3577,2533,1029,5,4406,4.51,401,4,Operational_Data,0.228,0,0.228,,630
5698,103,55.32,201,3875,1823,893,23,4661,4.7,397,2,Operational_Data,0.1713,0,0.1713,,631
5961,148,40.28,290,4141,1820,1433,7,2987,3.43,393,2,Operational_Data,0.2123,0,0.2123,,632
4027,94,42.84,130,3286,741,1366,14,3136,4.35,452,1,Operational_Data,0.2516,0,0.2516,,633
5543,148,37.45,329,4393,1150,1289,5,2811,2.19,426,4,Operational_Data,0.2559,0,0.2559,,634
7578,130,58.29,249,2900,4678,1163,8,2070,3.4,455,2,Operational_Data,0.2327,0,0.2327,,635
4133,125,33.06,260,3655,478,810,12,4799,4.95,496,5,Operational_Data,0.481,1,0.481,,636
4831,143,33.78,121,2700,2131,1178,17,4160,4.77,440,1,Operational_Data,0.2814,0,0.2814,,637
6950,91,76.37,383,2868,4082,883,21,3433,4.97,380,0,Operational_Data,0.4095,0,0.4095,,638
7025,106,66.27,241,4313,2712,1065,25,4830,2.66,401,3,Operational_Data,0.2015,0,0.2015,,639
7999,146,54.79,162,3832,4167,1257,10,4020,4.8,446,4,Operational_Data,0.263,0,0.263,,640
7194,108,66.61,134,4496,2698,934,12,2059,3.88,372,0,Operational_Data,0.3731,0,0.3731,,641
6630,143,46.36,397,2591,4039,1471,23,2793,2.4,439,3,Operational_Data,0.3689,0,0.3689,,642
6930,149,46.51,384,2506,4424,1125,7,3405,4.9,402,1,Operational_Data,0.3301,0,0.3301,,643
947,106,44.9,340,8774,-7827,980,8,2597,3.3,436,23,Operational_Data,0.8711,1,0.8711,,644
4612,88,52.41,232,2918,1694,1259,14,4757,4.97,439,4,Operational_Data,0.2112,0,0.2112,,645
5061,94,53.84,246,4391,670,1277,25,3639,2.72,476,0,Operational_Data,0.2037,0,0.2037,,646
6372,81,78.67,371,2683,3689,974,15,2492,3.53,448,0,Operational_Data,0.3301,0,0.3301,,647
5860,157,37.32,214,2972,2888,1369,24,4556,3.46,411,0,Operational_Data,0.2488,0,0.2488,,648
6774,119,56.92,370,4241,2533,1025,7,2990,2.85,493,1,Operational_Data,0.2212,0,0.2212,,649
4649,83,56.01,212,2880,1769,951,25,2019,3.28,493,2,Operational_Data,0.3608,0,0.3608,,650
7008,91,77.01,101,3942,3066,1177,6,3674,4.05,377,3,Operational_Data,0.2914,0,0.2914,,651
5801,140,41.44,280,4487,1314,1042,12,4470,2.2,442,1,Operational_Data,0.1345,0,0.1345,,652
5000,98,51.02,149,2801,2199,933,24,4434,4.83,467,2,Operational_Data,0.3098,0,0.3098,,653
6422,89,72.16,282,3462,2960,862,14,3475,3.71,450,0,Operational_Data,0.1373,0,0.1373,,654
7030,99,71.01,125,2540,4490,1361,10,3274,2.11,488,3,Operational_Data,0.367,0,0.367,,655
4791,92,52.08,233,2715,2076,920,23,2289,4.1,476,0,Operational_Data,0.2474,0,0.2474,,656
457,144,49.65,293,5821,-5364,1112,15,3687,4.64,366,46,Operational_Data,0.8366,1,0.8366,,657
6490,87,74.6,273,2909,3581,1287,19,4280,3.91,475,2,Operational_Data,0.1871,0,0.1871,,658
7885,105,75.1,324,3932,3953,941,5,2393,3.15,444,1,Operational_Data,0.287,0,0.287,,659
4384,147,29.82,132,4398,-14,1154,5,3728,2.97,362,1,Operational_Data,0.3831,0,0.3831,,660
7014,94,74.62,155,3523,3491,1478,14,4731,2.87,477,0,Operational_Data,0.2877,0,0.2877,,661
7517,92,81.71,375,3828,3689,1188,14,2108,2.11,415,2,Operational_Data,0.2915,0,0.2915,,662
6974,130,53.65,144,3805,3169,1009,17,3171,4.78,363,1,Operational_Data,0.2168,0,0.2168,,663
6330,96,65.94,380,3410,2920,1065,16,3120,4.25,476,1,Operational_Data,0.1608,0,0.1608,,664
4321,143,30.22,345,4075,246,833,8,4507,3.09,487,3,Operational_Data,0.3853,0,0.3853,,665
4772,155,30.79,235,3133,1639,1281,14,2781,2.99,475,4,Operational_Data,0.1735,0,0.1735,,666
7092,100,70.92,188,3312,3780,1046,13,4599,2.11,477,0,Operational_Data,0.2692,0,0.2692,,667
6833,88,77.65,258,4442,2391,1329,23,4019,3.83,479,3,Operational_Data,0.2669,0,0.2669,,668
7689,148,51.95,179,2561,5128,1100,17,3717,3.86,403,0,Operational_Data,0.2922,0,0.2922,,669
6545,111,58.96,170,4161,2384,1324,15,3429,4.95,414,5,Operational_Data,0.2026,0,0.2026,,670
6741,128,52.66,370,4480,2261,1038,6,3887,3.85,394,5,Operational_Data,0.1683,0,0.1683,,671
6423,114,56.34,119,2694,3729,1092,16,3502,3.47,447,4,Operational_Data,0.157,0,0.157,,672
7512,98,76.65,155,2978,4534,852,12,2681,4.51,365,3,Operational_Data,0.3477,0,0.3477,,673
5204,99,52.57,280,3013,2191,965,17,4226,3.41,375,5,Operational_Data,0.1162,0,0.1162,,674
4718,152,31.04,347,3142,1576,1001,15,2368,4.45,441,5,Operational_Data,0.2732,0,0.2732,,675
6760,145,46.62,105,3343,3417,1170,20,2734,2.07,440,5,Operational_Data,0.2428,0,0.2428,,676
7794,133,58.6,394,2834,4960,1115,14,2095,2.23,352,3,Operational_Data,0.4335,1,0.4335,,677
5959,80,74.49,152,3655,2304,1256,16,4806,3.1,446,3,Operational_Data,0.2353,0,0.2353,,678
7314,129,56.7,333,2774,4540,1258,6,4561,3.46,483,4,Operational_Data,0.2717,0,0.2717,,679
7680,149,51.54,297,3719,3961,925,17,2782,2.8,388,3,Operational_Data,0.1762,0,0.1762,,680
6624,85,77.93,295,3506,3118,990,12,2876,2.26,494,0,Operational_Data,0.2797,0,0.2797,,681
7577,101,75.02,362,4054,3523,1486,20,2247,2.31,500,1,Operational_Data,0.3861,0,0.3861,,682
6343,104,60.99,377,2744,3599,1295,20,4494,4.65,459,2,Operational_Data,0.2162,0,0.2162,,683
6527,113,57.76,153,2761,3766,909,13,3105,2.86,386,5,Operational_Data,0.1806,0,0.1806,,684
7923,97,81.68,172,3408,4515,953,10,3112,4.35,435,0,Operational_Data,0.3351,0,0.3351,,685
6457,115,56.15,220,4261,2196,1218,10,3160,2.26,363,4,Operational_Data,0.1592,0,0.1592,,686
6766,160,42.29,127,4361,2405,1436,13,4367,2.42,381,1,Operational_Data,0.2921,0,0.2921,,687
6592,97,67.96,380,3808,2784,820,13,4849,3.54,483,3,Operational_Data,0.2195,0,0.2195,,688
5005,131,38.21,293,3347,1658,1359,23,2933,4.89,462,4,Operational_Data,0.2086,0,0.2086,,689
4257,93,45.77,127,3570,687,1162,25,4127,2.93,440,3,Operational_Data,0.2316,0,0.2316,,690
5525,145,38.1,108,3930,1595,1356,10,4313,3.25,417,1,Operational_Data,0.1913,0,0.1913,,691
4281,153,27.98,182,3735,546,992,23,3731,2.7,450,0,Operational_Data,0.3041,0,0.3041,,692
5244,122,42.98,169,3750,1494,1259,8,4185,3.8,429,5,Operational_Data,0.1342,0,0.1342,,693
6761,94,71.93,325,3114,3647,1357,21,4336,2.6,450,2,Operational_Data,0.1403,0,0.1403,,694
6405,160,40.03,117,3959,2446,817,9,4254,3.56,458,3,Operational_Data,0.3361,0,0.3361,,695
7991,155,51.55,169,2584,5407,954,23,3628,4.43,367,0,Operational_Data,0.4704,1,0.4704,,696
519,149,38.88,141,5574,-5055,1315,13,3035,4.67,482,18,Operational_Data,0.7051,1,0.7051,,697
4095,110,37.23,333,4215,-120,1240,19,3798,3.08,353,0,Operational_Data,0.2993,0,0.2993,,698
6716,84,79.95,131,3273,3443,913,11,3086,4.27,440,1,Operational_Data,0.3139,0,0.3139,,699
4337,140,30.98,283,3016,1321,860,24,2549,4.99,442,5,Operational_Data,0.3771,0,0.3771,,700
5325,158,33.7,395,3557,1768,1229,6,4459,2.55,376,4,Operational_Data,0.3092,0,0.3092,,701
7219,129,55.96,207,3535,3684,1278,8,4790,3.91,383,2,Operational_Data,0.1545,0,0.1545,,702
7063,110,64.21,339,3534,3529,811,21,4975,4.3,485,0,Operational_Data,0.3105,0,0.3105,,703
4496,127,35.4,285,3988,508,1341,24,4205,2.85,483,2,Operational_Data,0.2438,0,0.2438,,704
4872,86,56.65,196,3713,1159,1489,10,3685,2.49,369,0,Operational_Data,0.2861,0,0.2861,,705
7720,82,94.15,343,3399,4321,1105,16,3298,4.44,417,0,Operational_Data,0.3615,0,0.3615,,706
7336,86,85.3,181,2698,4638,1189,13,2420,2.28,416,5,Operational_Data,0.3412,0,0.3412,,707
5863,135,43.43,205,3377,2486,1079,25,2644,2.8,448,5,Operational_Data,0.0975,0,0.0975,,708
7400,124,59.68,209,2898,4502,1330,7,3240,4.92,493,0,Operational_Data,0.3355,0,0.3355,,709
4312,157,27.46,258,3442,870,1486,22,3403,2.73,439,5,Operational_Data,0.3693,0,0.3693,,710
6871,82,83.79,217,2560,4311,1375,11,2412,3.97,432,0,Operational_Data,0.4021,0,0.4021,,711
396,159,42.22,320,5927,-5531,1080,19,3307,3.64,479,34,Operational_Data,0.6939,1,0.6939,,712
4636,109,42.53,396,2931,1705,910,12,2107,2.89,407,4,Operational_Data,0.2661,0,0.2661,,713
5892,110,53.56,119,2980,2912,1496,20,2376,4.66,381,0,Operational_Data,0.3695,0,0.3695,,714
5042,96,52.52,360,4143,899,1254,8,4685,4.26,372,0,Operational_Data,0.2569,0,0.2569,,715
5910,82,72.07,315,3885,2025,844,10,3974,3.05,364,5,Operational_Data,0.2762,0,0.2762,,716
7917,147,53.86,175,3171,4746,1465,11,4987,3.73,435,3,Operational_Data,0.3816,0,0.3816,,717
4848,114,42.53,366,3567,1281,1473,7,4871,2.06,395,2,Operational_Data,0.377,0,0.377,,718
7956,91,87.43,141,2800,5156,1255,19,4246,2.18,470,4,Operational_Data,0.4928,1,0.4928,,719
4127,148,27.89,160,2653,1474,1237,19,2731,3.18,453,0,Operational_Data,0.3026,0,0.3026,,720
4148,92,45.09,145,3397,751,1475,21,4832,4.68,463,5,Operational_Data,0.4225,1,0.4225,,721
4829,86,56.15,210,4486,343,1384,10,4935,2.5,366,2,Operational_Data,0.3287,0,0.3287,,722
7533,152,49.56,151,2591,4942,1490,16,3950,4.68,426,3,Operational_Data,0.3951,0,0.3951,,723
6382,83,76.89,256,3899,2483,818,23,2246,3.8,376,5,Operational_Data,0.3248,0,0.3248,,724
5745,141,40.74,269,3830,1915,1181,6,4730,2.73,437,5,Operational_Data,0.1575,0,0.1575,,725
5965,136,43.86,218,3625,2340,1351,22,4409,2.95,489,4,Operational_Data,0.1112,0,0.1112,,726
7045,90,78.28,124,3300,3745,1075,19,2872,4.25,475,1,Operational_Data,0.2654,0,0.2654,,727
6356,137,46.39,236,3689,2667,1452,13,2618,2.43,355,0,Operational_Data,0.3046,0,0.3046,,728
5743,86,66.78,187,2555,3188,1116,5,2492,2.86,402,0,Operational_Data,0.3444,0,0.3444,,729
267,154,40.44,227,6621,-6354,923,22,3107,4.3,468,46,Operational_Data,0.892,1,0.892,,730
7509,131,57.32,244,2692,4817,1481,5,2201,2.64,421,5,Operational_Data,0.4162,1,0.4162,,731
6926,98,70.67,303,3056,3870,1000,12,2051,4.58,446,5,Operational_Data,0.2966,0,0.2966,,732
5465,114,47.94,187,3866,1599,1405,23,2341,2.33,468,2,Operational_Data,0.1659,0,0.1659,,733
6133,130,47.18,158,3793,2340,1141,22,3640,2.9,399,2,Operational_Data,0.0592,0,0.0592,,734
4472,82,54.54,335,3926,546,1263,21,2943,3.5,367,0,Operational_Data,0.323,0,0.323,,735
4922,146,33.71,108,2811,2111,1489,17,3317,4.29,462,1,Operational_Data,0.3645,0,0.3645,,736
6999,90,77.77,222,3751,3248,878,10,2992,2.02,370,3,Operational_Data,0.2421,0,0.2421,,737
4625,131,35.31,327,3799,826,1167,23,4233,3.92,440,4,Operational_Data,0.1565,0,0.1565,,738
6530,120,54.42,254,2750,3780,1367,25,3127,4.18,427,2,Operational_Data,0.1441,0,0.1441,,739
7300,84,86.9,345,3149,4151,1347,15,3904,2.26,401,3,Operational_Data,0.312,0,0.312,,740
6484,131,49.5,377,4185,2299,1067,14,3174,2.71,400,5,Operational_Data,0.1187,0,0.1187,,741
6752,139,48.58,288,2504,4248,1083,21,3236,2.61,432,2,Operational_Data,0.1635,0,0.1635,,742
6720,82,81.95,174,3475,3245,895,13,4256,2.67,350,4,Operational_Data,0.3345,0,0.3345,,743
4500,115,39.13,159,4440,60,1337,23,4024,4.12,399,0,Operational_Data,0.2878,0,0.2878,,744
6765,88,76.88,348,4317,2448,1237,12,4964,3.85,449,0,Operational_Data,0.2521,0,0.2521,,745
6650,113,58.85,331,3430,3220,1281,7,2172,3.09,402,3,Operational_Data,0.175,0,0.175,,746
6910,88,78.52,166,3741,3169,1243,18,4018,3.25,379,2,Operational_Data,0.1796,0,0.1796,,747
6402,157,40.78,269,3803,2599,871,18,2515,3.21,396,1,Operational_Data,0.176,0,0.176,,748
4744,150,31.63,204,3470,1274,1302,23,3339,3.61,352,0,Operational_Data,0.2902,0,0.2902,,749
4456,107,41.64,234,2595,1861,1248,19,2969,4.47,469,2,Operational_Data,0.1537,0,0.1537,,750
4811,121,39.76,381,2639,2172,1072,11,2396,3.09,391,4,Operational_Data,0.2035,0,0.2035,,751
4195,130,32.27,104,3657,538,1448,21,3296,2.92,457,1,Operational_Data,0.3287,0,0.3287,,752
4108,83,49.49,284,3201,907,991,11,4922,3.54,431,2,Operational_Data,0.2464,0,0.2464,,753
7935,159,49.91,367,2932,5003,1069,25,4249,2.09,399,4,Operational_Data,0.4223,1,0.4223,,754
5842,124,47.11,257,3666,2176,1432,10,4977,4.15,469,3,Operational_Data,0.1951,0,0.1951,,755
6725,95,70.79,245,4140,2585,1475,21,3937,2.99,453,4,Operational_Data,0.1917,0,0.1917,,756
7656,87,88.0,311,4267,3389,1391,25,3825,4.76,380,2,Operational_Data,0.3672,0,0.3672,,757
4860,127,38.27,112,4024,836,885,7,3937,4.61,408,2,Operational_Data,0.3096,0,0.3096,,758
4099,86,47.66,244,2678,1421,955,17,2519,3.99,367,0,Operational_Data,0.3192,0,0.3192,,759
